Identity,Gender,Born_USA?,Ethnicity,Name_Change?,Genre=drama,Birth,Final,Alive,?Films,?FourStar_Films,?Wins,?Noms,FirstFilm_Year,FirstWin_Year,FirstNom_Year
348,Female,Yes,White,Yes,No,1924,2001,Yes,40,5,0,1,1948,,1959
349,Female,No,White,No,Yes,1899,1968,No,155,24,0,0,1925,,
350,Female,Yes,White,Yes,Yes,1929,2001,Yes,40,5,0,0,1961,,
351,Female,Yes,White,No,Yes,1898,1975,No,18,4,0,0,1933,,
352,Female,Yes,White,No,No,1920,1968,No,23,7,0,0,1946,,
353,Female,No,White,No,Yes,1925,1992,No,29,7,0,0,1949,,
354,Female,Yes,Multiracial,No,Yes,1923,1965,No,26,3,0,1,1940,,1954
355,Female,No,White,No,Yes,1903,1990,No,51,0,0,0,1920,,
356,Female,Yes,White,Yes,Yes,1925,2001,Yes,75,6,1,1,1942,1956,1956
357,Female,Yes,White,No,Yes,1919,2001,Yes,40,11,0,1,1943,,1947
358,Female,No,White,Yes,Yes,1922,1987,No,37,6,0,0,1944,,
359,Female,Yes,White,No,Yes,1889,1955,No,87,16,0,0,1935,,
360,Female,Yes,White,No,Yes,1944,1983,No,2,0,0,0,1975,,
361,Female,Yes,White,No,Yes,1968,2001,Yes,15,4,0,0,1984,,
362,Male,Yes,White,Yes,Yes,1910,1960,No,48,11,0,0,1939,,
363,Male,No,White,No,Yes,1909,1961,No,50,16,0,0,1931,,
364,Male,Yes,White,No,No,1907,1994,No,145,15,0,0,1938,,
365,Male,No,White,No,No,1935,2001,Yes,47,2,0,1,1962,,1981
366,Male,Yes,White,No,Yes,1937,2001,Yes,37,14,2,7,1967,1979,1967
367,Female,Yes,White,Yes,No,1939,2001,Yes,37,2,0,2,1960,,1969
368,Female,Yes,White,No,Yes,1937,2001,Yes,8,2,0,0,1981,,
369,Male,Yes,White,No,Yes,1885,1966,No,36,2,0,0,1916,,
370,Male,Yes,White,No,Yes,1928,2001,Yes,55,10,0,0,1952,,
371,Male,Yes,White,No,Yes,1901,1970,No,49,9,1,1,1947,1962,1962
372,Male,Yes,White,No,Yes,1950,2001,Yes,40,8,0,3,1971,,1995
373,Male,Yes,White,Yes,No,1886,1966,No,38,5,0,1,1927,,1959
374,Male,Yes,White,Yes,Yes,1908,2001,Yes,126,14,0,2,1938,,1953
375,Male,Yes,White,No,No,1930,1995,No,9,1,0,0,1971,,
376,Male,Yes,White,No,No,1890,1965,No,72,4,0,0,1921,,
377,Male,No,White,No,Yes,1903,1952,No,60,2,0,0,1936,,
378,Male,Yes,White,No,No,1907,1964,No,50,4,0,0,1940,,
379,Female,Yes,White,No,Yes,1912,1977,No,20,4,0,0,1941,,
380,Female,No,White,No,Yes,1888,1976,No,22,4,0,3,1915,,1963
381,Female,Yes,White,No,Yes,1899,1980,No,48,9,0,0,1941,,
382,Female,Yes,White,No,No,1894,1962,No,5,0,0,0,1939,,
383,Male,Yes,White,No,Yes,1915,1985,No,87,18,1,2,1938,1954,1954
384,Male,No,White,No,Yes,1924,2001,Yes,47,2,0,0,1953,,
385,Male,No,White,No,Yes,1875,1959,No,83,13,1,2,1927,1947,1947
386,Female,Yes,White,No,No,1883,1942,No,48,11,0,1,1923,,1939
387,Male,Yes,White,Yes,Yes,1890,1956,No,96,14,0,0,1920,,
388,Male,Yes,White,No,No,1886,1970,No,108,15,0,0,1922,,
389,Male,No,White,No,Yes,1937,2001,Yes,45,6,0,0,1963,,
390,Male,Yes,White,No,No,1902,1964,No,204,13,0,0,1931,,
391,Male,Yes,White,Yes,Yes,1943,2001,Yes,57,8,0,0,1972,,
392,Male,Yes,White,No,Yes,1947,2001,Yes,36,7,0,1,1974,,1988
393,Male,Yes,White,No,Yes,1969,2001,Yes,6,2,0,2,1996,,1996
394,Male,Yes,White,No,Yes,1909,1980,No,34,7,0,0,1945,,
395,Female,Yes,White,No,Yes,1935,2001,Yes,57,5,0,1,1967,,1971
396,Female,Yes,White,No,Yes,1919,2001,Yes,35,5,1,2,1952,1972,1956
397,Female,No,White,Yes,Yes,1919,2001,Yes,10,1,0,0,1947,,
398,Female,No,White,No,Yes,1879,1961,No,67,15,0,0,1931,,
399,Female,Yes,White,Yes,No,1932,2001,Yes,12,3,0,0,1967,,
400,Female,Yes,White,No,Yes,1947,2001,Yes,2,1,0,0,1968,,
401,Female,No,White,No,Yes,1934,2001,Yes,25,7,0,0,1965,,
402,Female,Yes,White,No,Yes,1922,2001,Yes,61,6,0,3,1941,,1950
403,Female,No,White,Yes,Yes,1898,1986,No,13,1,0,1,1924,,1935
404,Female,Yes,White,No,No,1963,2001,Yes,22,3,0,1,1984,,1995
405,Female,No,White,No,Yes,1908,1990,No,48,3,0,0,1931,,
406,Female,Yes,White,No,Yes,1941,1987,No,9,2,0,1,1965,,1965
407,Female,Yes,White,No,Yes,1961,2001,Yes,27,5,0,1,1980,,1981
408,Female,No,White,No,Yes,1932,2001,Yes,78,17,2,5,1942,1960,1957
409,Female,Yes,Multiracial,No,Yes,1917,1996,No,19,1,0,0,1942,,
410,Female,Yes,White,Yes,Yes,1932,2001,Yes,58,15,1,6,1961,1974,1971
411,Female,Yes,White,No,Yes,1914,1999,No,97,13,0,1,1941,,1948
412,Male,Yes,White,Yes,No,1938,2001,Yes,88,12,0,1,1964,,1969
413,Male,Yes,White,No,No,1920,2001,Yes,20,4,0,0,1940,,
414,Female,No,White,Yes,No,1902,1986,No,61,17,0,2,1927,,1949
415,Male,No,White,Yes,Yes,1884,1950,No,33,8,2,2,1914,1928,1928
416,Male,Yes,White,No,No,1926,1965,No,2,0,0,0,1953,,
417,Female,Yes,White,No,Yes,1967,2001,Yes,5,3,0,2,1996,,1996
418,Female,No,White,No,Yes,1959,2001,Yes,18,7,1,4,1988,1992,1992
419,Male,Yes,White,No,Yes,1893,1969,No,258,20,0,0,1934,,
420,Male,No,White,No,Yes,1905,1987,No,47,8,0,0,1932,,
421,Male,Yes,White,No,Yes,1886,1971,No,4,1,0,0,1949,,
422,Male,Yes,White,No,Yes,1956,2001,Yes,52,5,0,1,1978,,1985
423,Male,Yes,White,No,Yes,1961,2001,Yes,48,6,0,0,1978,,
424,Male,No,White,No,Yes,1885,1957,No,68,13,0,1,1915,,1950
425,Male,Yes,White,No,Yes,1915,2001,Yes,119,19,1,1,1951,1955,1955
426,Male,No,White,No,Yes,1906,1987,No,61,11,0,0,1931,,
427,Female,Yes,White,No,Yes,1927,2001,Yes,25,5,1,2,1944,1967,1967
428,Female,Yes,White,No,Yes,1899,1958,No,27,4,0,0,1920,,
429,Female,Yes,Multiracial,No,Yes,1933,1998,No,24,4,0,0,1964,,
430,Female,Yes,White,Yes,Yes,1879,1959,No,31,5,1,4,1914,1944,1944
431,Female,Yes,Multiracial,No,No,1896,1977,No,17,5,0,1,1929,,1949
432,Female,Yes,White,No,No,1917,1998,No,19,1,0,0,1934,,
433,Male,Yes,White,No,No,1889,1954,No,157,17,0,0,1913,,
434,Female,No,White,No,Yes,1899,1991,No,3,1,0,1,1955,,1980
435,Female,Yes,White,Yes,No,1912,1990,No,78,8,0,1,1929,,1937
436,Female,Yes,White,No,Yes,1930,2001,Yes,17,0,0,0,1957,,
437,Female,Yes,White,No,Yes,1924,2001,Yes,38,9,1,1,1950,1954,1954
438,Female,Yes,White,No,Yes,1897,1988,No,56,5,0,0,1920,,
439,Female,Yes,White,No,Yes,1919,2001,Yes,50,7,0,0,1938,,
440,Female,Yes,White,No,No,1895,1958,No,15,2,0,0,1949,,
441,Female,Yes,White,No,Yes,1913,1993,No,24,2,0,0,1933,,
442,Male,Yes,White,No,Yes,1901,1953,No,16,5,0,0,1932,,
443,Female,Yes,White,No,Yes,1903,1959,No,33,12,0,0,1933,,
444,Male,Yes,White,No,Yes,1939,2001,Yes,41,6,1,1,1971,1984,1973
445,Female,No,White,No,Yes,1922,2001,Yes,29,3,0,0,1941,,
446,Female,Yes,White,No,Yes,1891,1968,No,42,9,1,3,1934,1938,1938
447,Female,Yes,White,No,Yes,1913,2001,Yes,41,6,0,0,1937,,
448,Female,Yes,White,No,Yes,1941,2001,Yes,63,9,1,3,1967,1976,1967
449,Female,Yes,White,No,Yes,1880,1951,No,46,9,0,0,1930,,
450,Male,No,White,Yes,Yes,1915,1994,No,131,9,0,0,1946,,
451,Female,No,White,No,Yes,1958,2001,Yes,16,2,0,0,1984,,
452,Female,No,White,No,Yes,1902,1984,No,51,8,0,1,1931,,1946
453,Female,Yes,White,Yes,No,1888,1954,No,66,12,0,0,1937,,
454,Female,Yes,White,Yes,Yes,1901,1988,No,17,3,0,0,1929,,
455,Female,Yes,White,No,Yes,1904,1980,No,50,6,0,0,1929,,
456,Female,Yes,White,No,Yes,1889,1949,No,4,0,0,0,1921,,
457,Male,Yes,Multiracial,No,Yes,1961,2001,Yes,34,6,0,0,1982,,
458,Male,Yes,White,No,No,1919,1986,No,96,7,0,0,1940,,
459,Female,Yes,White,No,No,1957,2001,Yes,23,2,0,0,1977,,
460,Female,Yes,White,Yes,Yes,1907,2001,Yes,49,5,0,0,1929,,
461,Female,Yes,White,No,Yes,1957,2001,Yes,27,10,1,3,1984,1996,1988
462,Female,Yes,White,No,Yes,1908,2001,Yes,83,8,0,0,1931,,
463,Male,Yes,White,No,Yes,1905,1968,No,73,8,0,1,1932,,1935
464,Male,Yes,White,No,Yes,1893,1963,No,80,9,0,0,1928,,
465,Male,No,White,No,Yes,1890,1964,No,75,12,0,0,1930,,
466,Male,Yes,White,No,Yes,1910,1981,No,56,8,0,0,1951,,
467,Male,Yes,White,No,Yes,1907,1985,No,161,21,0,0,1936,,
468,Male,No,White,No,Yes,1926,2001,Yes,60,9,0,1,1962,,1965
469,Male,Yes,White,No,No,1878,1960,No,111,6,0,0,1931,,
470,Male,Yes,White,No,Yes,1925,2001,Yes,33,5,0,0,1944,,
471,Male,Yes,White,No,Yes,1899,1981,No,119,14,0,0,1930,,
472,Male,Yes,White,No,No,1887,1967,No,77,18,0,0,1928,,
473,Male,Yes,White,Yes,No,1890,1949,No,111,11,0,2,1916,,1934
474,Male,Yes,White,No,Yes,1909,1992,No,55,7,0,0,1940,,
475,Male,Yes,White,No,No,1884,1973,No,154,14,0,0,1921,,
476,Male,Yes,White,No,No,1915,1998,No,109,16,1,2,1941,1953,1953
477,Male,No,White,No,Yes,1926,1994,No,13,1,0,0,1958,,
478,Male,Yes,White,No,Yes,1963,2001,Yes,30,8,0,0,1987,,
479,Male,Yes,White,No,No,1894,1958,No,176,16,0,0,1926,,
480,Male,Yes,White,Yes,No,1899,1987,No,67,19,0,1,1915,,1974
481,Male,Yes,White,No,Yes,1943,2001,Yes,25,6,0,0,1985,,
482,Male,Yes,White,No,No,1889,1938,No,92,7,0,0,1920,,
483,Male,Yes,White,No,No,1908,1991,No,98,9,0,0,1929,,
484,Male,Yes,White,No,No,1913,1957,No,92,4,0,0,1946,,
485,Male,Yes,White,No,No,1942,2001,Yes,3,1,0,0,1978,,
486,Male,Yes,White,No,Yes,1938,2001,Yes,62,13,0,1,1972,,1979
487,Male,Yes,White,Yes,Yes,1897,1975,No,79,20,2,5,1929,1932,1931
488,Female,No,White,No,Yes,1900,1976,No,48,6,0,0,1935,,
489,Male,No,White,No,No,1900,1993,No,119,6,0,0,1920,,
490,Female,Yes,White,Yes,No,1911,1980,No,62,7,0,0,1932,,
491,Female,Yes,White,No,Yes,1899,1985,No,43,8,1,2,1936,1936,1936
492,Male,Yes,White,No,Yes,1944,2001,Yes,66,8,0,1,1971,,1974
493,Male,Yes,White,No,Yes,1901,1961,No,111,22,2,5,1925,1941,1936
494,Male,Yes,White,No,Yes,1921,1999,No,3,2,0,0,1974,,
495,Male,Yes,White,No,No,1936,2001,Yes,23,1,0,0,1965,,
496,Male,Yes,White,No,Yes,1955,2001,Yes,14,6,0,1,1986,,1994
497,Male,Yes,White,No,No,1930,2001,Yes,47,5,0,0,1958,,
498,Male,Yes,White,No,Yes,1926,2001,Yes,40,7,0,0,1967,,
499,Female,Yes,White,No,No,1957,2001,Yes,18,4,1,2,1982,1988,1988
500,Female,Yes,White,No,Yes,1934,2001,Yes,40,7,0,2,1958,,1968
501,Male,Yes,White,No,Yes,1931,2001,Yes,74,14,2,5,1961,1971,1967
502,Male,Yes,White,No,No,1912,1996,No,59,15,0,1,1942,,1945
503,Male,No,White,No,Yes,1891,1957,No,117,16,0,1,1922,,1938
504,Male,Yes,White,No,No,1921,2001,Yes,17,5,0,0,1965,,
505,Female,Yes,White,No,Yes,1920,1991,No,39,10,0,1,1940,,1945
506,Male,Yes,White,Yes,No,1935,2001,Yes,24,6,0,1,1967,,1967
507,Female,Yes,White,No,Yes,1907,1949,No,38,0,0,0,1930,,
508,Female,No,White,No,Yes,1942,2001,Yes,42,4,0,1,1963,,1969
509,Male,No,White,No,No,1951,2001,Yes,15,4,1,3,1981,1996,1996
510,Male,No,White,Yes,Yes,1868,1946,No,26,6,1,2,1921,1930,1930
511,Male,No,White,No,Yes,1931,1976,No,38,6,0,0,1953,,
512,Male,Yes,White,No,Yes,1882,1956,No,65,9,0,1,1921,,1929
513,Male,Yes,White,No,No,1862,1945,No,88,11,0,0,1924,,
514,Male,Yes,White,Yes,No,1896,1996,No,65,6,1,1,1931,1975,1975
515,Male,Yes,White,No,Yes,1926,1999,No,61,15,1,4,1959,1970,1959
516,Male,Yes,White,No,Yes,1934,2001,Yes,24,2,1,1,1953,1961,1961
517,Male,Yes,White,No,Yes,1875,1957,No,14,4,0,0,1935,,
518,Male,No,White,No,Yes,1903,1989,No,82,8,0,0,1933,,
519,Male,Yes,White,No,Yes,1925,2001,Yes,107,13,1,1,1961,1967,1967
520,Male,Yes,White,No,Yes,1900,1952,No,88,14,0,0,1925,,
521,Male,Yes,White,No,Yes,1928,2001,Yes,25,1,0,0,1960,,
522,Male,Yes,White,No,Yes,1895,1959,No,65,5,0,0,1928,,
523,Male,Yes,White,Yes,Yes,1914,1959,No,81,9,0,0,1939,,
524,Male,No,White,No,Yes,1906,1972,No,132,12,1,1,1936,1950,1940
525,Male,Yes,White,No,No,1934,2001,Yes,62,11,0,1,1961,,1965
526,Male,No,White,No,Yes,1899,1948,No,50,10,0,0,1935,,
527,Male,Yes,White,No,Yes,1901,1980,No,61,13,0,0,1938,,
528,Male,No,White,No,Yes,1924,2001,Yes,7,2,0,0,1960,,
529,Female,Yes,White,No,No,1892,1950,No,11,3,0,0,1928,,
530,Female,Yes,White,No,Yes,1944,2001,Yes,64,9,0,0,1952,,
531,Female,No,White,No,Yes,1914,2001,Yes,65,10,0,1,1934,,1939
532,Female,Yes,Middle Eastern,No,Yes,1924,1987,No,48,4,1,8,1953,1985,1953
533,Male,No,White,No,Yes,1948,2001,Yes,97,18,0,1,1965,,1990
534,Male,No,Multiracial,No,Yes,1958,2001,Yes,36,4,0,0,1979,,
535,Male,No,White,No,Yes,1942,2001,Yes,61,4,0,1,1967,,1976
536,Male,Yes,White,Yes,Yes,1913,1978,No,81,11,1,3,1941,1969,1951
537,Male,No,White,No,Yes,1899,1999,No,48,10,0,0,1933,,
538,Male,No,White,No,Yes,1905,1994,No,105,9,0,0,1925,,
539,Female,Yes,White,Yes,No,1911,1995,No,87,15,1,1,1930,1940,1940
540,Female,No,White,No,Yes,1888,1971,No,42,17,0,3,1934,,1942
541,Female,Yes,White,Yes,Yes,1904,1954,No,35,4,0,1,1920,,1936
542,Female,Yes,White,No,No,1904,1971,No,78,7,0,0,1929,,
543,Female,No,White,No,Yes,1936,2001,Yes,41,8,2,4,1963,1970,1970
544,Female,Yes,White,No,Yes,1947,2001,Yes,45,13,0,5,1979,,1982
545,Female,Yes,White,Yes,Yes,1924,1981,No,46,10,1,2,1944,1952,1947
546,Female,Yes,White,No,Yes,1925,2001,Yes,32,2,0,0,1934,,
547,Female,No,White,No,Yes,1908,1991,No,34,5,0,0,1936,,
548,Female,Yes,White,No,Yes,1910,2001,Yes,55,8,0,1,1930,,1997
549,Female,Yes,White,Yes,Yes,1897,1983,No,60,7,0,3,1915,,1928
550,Female,No,White,No,Yes,1923,2001,Yes,67,9,0,1,1938,,1960
551,Female,Yes,White,Yes,No,1945,2001,Yes,30,2,1,2,1968,1969,1969
552,Female,Yes,White,No,Yes,1929,1982,No,18,7,1,2,1951,1954,1953
553,Female,Yes,White,No,No,1930,2001,Yes,14,5,0,0,1959,,
554,Female,Yes,White,No,No,1883,1972,No,6,1,0,0,1950,,
555,Female,Yes,White,No,No,1901,1947,No,10,2,0,1,1930,,1934
556,Female,Yes,White,No,Yes,1903,1992,No,21,1,0,0,1935,,
557,Male,Yes,White,No,No,1908,1995,No,148,15,0,0,1925,,
558,Male,No,Hispanic,No,Yes,1952,2001,Yes,24,3,0,1,1983,,1990
559,Male,Yes,White,No,Yes,1907,1972,No,2,1,0,0,1955,,
560,Female,Yes,White,No,Yes,1927,1985,No,10,1,0,1,1962,,1964
561,Female,No,White,No,Yes,1903,1996,No,29,9,1,7,1939,1942,1939
562,Male,Yes,White,No,No,1963,2001,Yes,5,1,0,1,1994,,1997
563,Male,Yes,White,No,Yes,1939,2001,Yes,33,3,0,0,1968,,
564,Male,No,White,No,No,1908,1982,No,62,6,0,0,1945,,
565,Male,Yes,White,No,Yes,1916,2001,Yes,69,21,1,5,1943,1962,1945
566,Male,Yes,White,No,Yes,1932,2001,Yes,35,4,0,0,1952,,
567,Female,No,White,Yes,Yes,1905,1990,No,35,7,0,4,1921,,1930
568,Female,No,White,No,No,1914,1993,No,9,1,0,0,1936,,
569,Male,No,White,No,No,1906,1973,No,60,4,0,0,1935,,
570,Male,Yes,White,No,Yes,1907,1962,No,11,1,0,0,1943,,
571,Male,No,White,No,Yes,1940,1996,No,19,2,1,1,1984,1984,1984
572,Male,Yes,White,No,Yes,1925,2001,Yes,67,16,0,0,1966,,
573,Male,Yes,White,No,No,1901,1992,No,132,17,0,0,1936,,
574,Male,Yes,White,No,Yes,1896,1990,No,44,3,0,0,1933,,
575,Male,No,White,No,Yes,1928,2001,Yes,58,3,0,0,1943,,
576,Male,Yes,White,No,Yes,1880,1952,No,82,11,0,0,1935,,
577,Female,Yes,White,No,Yes,1953,2001,Yes,16,1,0,0,1983,,
578,Male,No,White,No,Yes,1902,1987,No,37,11,0,0,1950,,
579,Male,No,White,No,Yes,1914,2001,Yes,3,1,1,1,1946,1946,1946
580,Female,No,White,No,Yes,1921,2001,Yes,8,2,0,0,1948,,
581,Male,Yes,White,No,Yes,1942,2001,Yes,46,11,0,1,1966,,1985
582,Male,Yes,White,No,Yes,1895,1967,No,41,5,0,0,1936,,
583,Male,Yes,White,No,Yes,1905,1993,No,27,5,0,0,1939,,
584,Male,Yes,White,Yes,No,1878,1947,No,161,11,0,1,1912,,1939
585,Male,Yes,White,No,Yes,1891,1954,No,166,25,0,0,1925,,
586,Male,Yes,White,No,No,1893,1958,No,13,4,0,0,1927,,
587,Male,Yes,White,No,Yes,1866,1949,No,122,20,0,0,1915,,
588,Male,Yes,White,No,Yes,1901,1985,No,25,5,0,0,1937,,
589,Male,Yes,White,No,Yes,1887,1946,No,87,16,0,0,1919,,
590,Male,Yes,White,No,No,1894,1966,No,29,3,0,0,1931,,
591,Male,Yes,White,No,Yes,1939,2001,Yes,71,13,0,1,1968,,1991
592,Female,Yes,White,No,No,1895,1952,No,85,15,1,1,1932,1939,1939
593,Male,No,White,No,Yes,1876,1958,No,124,14,0,1,1914,,1937
594,Female,Yes,White,No,Yes,1970,2001,Yes,25,3,0,0,1984,,
595,Female,No,White,No,Yes,1935,1994,No,11,3,0,0,1956,,
596,Female,Yes,White,No,Yes,1897,1940,No,40,2,0,0,1917,,
597,Female,Yes,White,No,Yes,1897,1990,No,73,9,0,0,1916,,
598,Female,Yes,White,No,No,1937,2001,Yes,22,4,0,0,1976,,
599,Female,Yes,White,Yes,Yes,1900,1993,No,45,5,2,2,1924,1932,1932
600,Female,Yes,White,No,Yes,1963,2001,Yes,38,5,1,1,1973,1997,1997
601,Female,No,White,No,Yes,1946,2001,Yes,47,12,0,1,1968,,1994
602,Female,No,White,No,Yes,1951,2001,Yes,52,4,0,0,1976,,
603,Female,Yes,White,No,Yes,1907,1999,No,43,5,0,0,1930,,
604,Female,Yes,White,Yes,Yes,1928,1998,No,37,6,0,0,1934,,
605,Female,No,White,No,Yes,1966,2001,Yes,21,4,0,1,1985,,1992
606,Male,No,White,No,Yes,1940,2001,Yes,31,3,0,0,1958,,
607,Male,Yes,White,No,Yes,1905,1982,No,125,32,1,2,1935,1981,1940
608,Male,Yes,White,No,No,1928,2001,Yes,88,4,0,0,1952,,
609,Male,No,White,Yes,Yes,1871,1956,No,89,10,0,0,1917,,
610,Male,No,White,Yes,Yes,1874,1965,No,52,14,0,1,1933,,1942
611,Male,Yes,White,No,Yes,1902,1974,No,22,2,0,0,1929,,
612,Male,No,White,No,Yes,1883,1952,No,64,9,0,0,1917,,
613,Male,No,White,No,Yes,1898,1939,No,49,5,0,0,1931,,
614,Male,Yes,White,No,Yes,1911,2001,Yes,29,4,0,0,1940,,
615,Male,No,White,No,Yes,1889,1947,No,91,11,0,0,1929,,
616,Female,No,White,No,Yes,1906,1986,No,46,11,0,1,1927,,1959
617,Female,Yes,White,No,Yes,1890,1973,No,31,14,0,0,1938,,
618,Female,No,White,No,Yes,1939,2001,Yes,8,1,0,0,1970,,
619,Female,Yes,White,Yes,No,1914,1999,No,74,5,0,0,1939,,
620,Female,Yes,White,No,Yes,1958,2001,Yes,27,10,1,3,1981,1993,1987
621,Female,Yes,White,No,No,1897,1960,No,26,3,0,1,1929,,1950
622,Female,Yes,White,No,Yes,1931,2001,Yes,37,5,0,1,1956,,1957
623,Female,Yes,White,No,Yes,1901,1979,No,25,6,0,0,1957,,
624,Male,Yes,White,No,Yes,1950,1996,No,26,4,0,1,1978,,1981
625,Male,Yes,White,No,No,1899,1967,No,69,9,0,0,1943,,
626,Male,No,White,No,No,1912,1980,No,65,9,1,2,1941,1959,1959
627,Male,No,White,No,Yes,1911,2001,Yes,51,17,0,1,1943,,1944
628,Male,Yes,Hispanic,No,Yes,1899,1957,No,95,19,1,3,1930,1951,1943
629,Male,No,White,No,Yes,1928,1999,No,73,6,0,1,1956,,1965
630,Male,No,White,Yes,Yes,1931,2001,Yes,56,16,0,1,1938,,1968
631,Male,Yes,White,No,Yes,1896,1992,No,172,26,0,0,1932,,
632,Female,No,White,Yes,Yes,1899,1980,No,3,1,0,1,1939,,1966
633,Female,Yes,White,No,No,1883,1964,No,62,8,0,0,1925,,
634,Male,Yes,White,No,Yes,1947,2001,Yes,14,2,0,0,1983,,
635,Female,Yes,White,No,No,1964,2001,Yes,19,4,0,0,1987,,
636,Female,No,Hispanic,Yes,No,1956,2001,Yes,12,1,0,0,1979,,
637,Female,No,White,No,Yes,1961,2001,Yes,14,2,0,0,1982,,
638,Female,Yes,White,No,Yes,1932,2001,Yes,9,2,0,0,1962,,
639,Female,No,White,No,Yes,1915,1982,No,56,12,3,7,1934,1944,1943
640,Male,No,White,No,Yes,1925,1994,No,80,2,0,0,1956,,
641,Female,Yes,White,No,Yes,1890,1965,No,23,5,0,0,1919,,
642,Female,Yes,White,No,Yes,1898,1990,No,42,11,0,5,1930,,1931
643,Female,No,White,No,No,1902,1987,No,111,9,0,0,1937,,
644,Female,No,White,No,Yes,1926,2001,Yes,50,4,0,0,1953,,
645,Female,Yes,White,No,Yes,1930,1976,No,1,1,0,0,1963,,
646,Female,No,White,No,Yes,1905,1982,No,38,2,0,0,1934,,
647,Female,Yes,White,No,Yes,1913,1972,No,69,12,0,0,1932,,
648,Female,Yes,Multiracial,No,Yes,1917,2001,Yes,17,1,0,0,1967,,
649,Female,Yes,White,No,No,1896,1968,No,53,3,0,0,1930,,
650,Female,No,White,No,Yes,1952,2001,Yes,29,5,0,0,1976,,
651,Female,No,White,No,Yes,1955,2001,Yes,26,6,0,2,1969,,1975
652,Female,No,White,Yes,Yes,1893,1981,No,62,8,0,0,1916,,
653,Male,No,White,No,Yes,1875,1951,No,94,13,0,0,1916,,
654,Male,Yes,White,No,Yes,1897,1973,No,182,21,0,2,1930,,1943
655,Male,Yes,White,No,Yes,1907,1981,No,56,8,1,1,1931,1968,1968
656,Male,Yes,White,Yes,No,1907,1990,No,32,3,0,1,1944,,1973
657,Male,No,White,No,Yes,1930,2001,Yes,24,3,0,0,1958,,
658,Male,Yes,White,No,Yes,1888,1951,No,135,5,0,0,1914,,
659,Male,Yes,White,No,Yes,1938,2001,Yes,28,8,0,0,1971,,
660,Male,No,White,No,No,1922,2001,Yes,76,3,0,1,1949,,1960
661,Male,Yes,White,No,Yes,1903,1984,No,126,6,0,0,1930,,
662,Male,Yes,White,No,No,1925,2001,Yes,75,15,2,8,1954,1955,1955
663,Male,Yes,White,No,Yes,1937,2001,Yes,63,21,3,11,1958,1975,1969
664,Male,Yes,White,Yes,No,1903,1978,No,91,7,0,1,1928,,1940
665,Male,Yes,White,Yes,Yes,1920,2001,Yes,113,13,1,3,1950,1991,1952
666,Male,Yes,White,No,No,1892,1982,No,32,1,0,0,1920,,
667,Male,Yes,White,No,Yes,1898,1980,No,10,3,0,0,1927,,
668,Male,Yes,White,No,Yes,1920,2001,Yes,92,21,0,2,1951,,1975
669,Male,Yes,White,No,Yes,1920,1982,No,38,3,0,0,1948,,
670,Male,No,White,No,No,1952,2001,Yes,10,1,0,1,1968,,1968
671,Male,Yes,White,No,Yes,1923,2001,Yes,113,10,0,1,1924,,1931
672,Male,Yes,White,No,No,1916,1987,No,90,7,0,1,1941,,1961
673,Female,Yes,White,No,Yes,1922,1964,No,20,5,0,0,1942,,
674,Male,No,White,Yes,Yes,1961,2001,Yes,11,2,0,0,1963,,
675,Male,Yes,White,No,Yes,1936,1993,No,18,4,0,0,1957,,
676,Male,Yes,White,No,Yes,1939,2001,Yes,60,9,0,1,1963,,1972
677,Male,Yes,White,No,Yes,1899,1986,No,79,15,1,3,1930,1942,1938
678,Male,Yes,White,No,No,1928,1987,No,29,2,0,1,1964,,1981
679,Male,Yes,White,No,No,1940,2001,Yes,36,8,0,1,1976,,1995
680,Male,Yes,White,No,Yes,1931,1955,No,25,5,0,2,1951,,1955
681,Male,Yes,White,No,Yes,1901,1967,No,61,1,1,1,1931,1945,1945
682,Male,Yes,White,Yes,Yes,1931,2001,Yes,115,19,0,1,1964,,1970
683,Male,Yes,White,No,Yes,1906,1976,No,262,28,0,0,1932,,
684,Male,No,White,No,Yes,1939,2001,Yes,60,7,0,0,1950,,
685,Male,Yes,White,Yes,No,1928,2001,Yes,71,13,0,1,1948,,1957
686,Male,Yes,White,No,No,1886,1959,No,134,9,0,1,1922,,1941
687,Male,No,White,No,Yes,1909,1984,No,138,21,0,3,1935,,1954
688,Male,Yes,White,No,No,1922,2001,Yes,22,2,0,0,1971,,
689,Male,Yes,White,No,Yes,1887,1940,No,8,1,0,0,1919,,
690,Male,No,White,No,Yes,1888,1941,No,38,5,0,1,1937,,1940
691,Male,Yes,White,No,Yes,1908,1997,No,110,30,1,5,1935,1940,1939
692,Male,Yes,White,No,No,1943,2001,Yes,10,2,0,0,1974,,
693,Male,No,White,No,Yes,1933,2001,Yes,44,9,0,0,1959,,
694,Male,Yes,White,No,Yes,1912,1971,No,51,9,0,0,1940,,
695,Male,Yes,White,No,Yes,1921,2001,Yes,75,14,0,2,1949,,1949
696,Male,Yes,White,No,Yes,1947,2001,Yes,65,12,0,2,1972,,1986
697,Female,Yes,White,No,Yes,1917,2001,Yes,5,2,0,0,1968,,
698,Female,Yes,White,Yes,Yes,1923,2001,Yes,39,6,0,1,1948,,1950
699,Male,Yes,White,No,Yes,1944,2001,Yes,60,3,0,0,1967,,
700,Female,Yes,White,Yes,Yes,1939,2001,Yes,44,11,0,4,1970,,1970
